293868
word	neg	pos	rateNeg	ratePos
著	24	29	0.0016858668165214948	0.0020370890699634727
啼笑皆非	1	0	7.024445068839562E-5	0.0
没有礼貌	5	0	3.5122225344197806E-4	0.0
背后	2	12	1.4048890137679124E-4	8.429334082607474E-4
有心	6	7	4.214667041303737E-4	4.917111548187693E-4
玲珑	0	3	0.0	2.1073335206518685E-4
奇妙	2	1	1.4048890137679124E-4	7.024445068839562E-5
萋	0	2	0.0	1.4048890137679124E-4
可观	0	1	0.0	7.024445068839562E-5
萧	2	5	1.4048890137679124E-4	3.5122225344197806E-4
乱糟糟	4	1	2.809778027535825E-4	7.024445068839562E-5
不正常	0	2	0.0	1.4048890137679124E-4
下作	1	0	7.024445068839562E-5	0.0
入微	1	4	7.024445068839562E-5	2.809778027535825E-4
超重	0	1	0.0	7.024445068839562E-5
扰攘	0	2	0.0	1.4048890137679124E-4
呆头呆脑	0	3	0.0	2.1073335206518685E-4
老气	1	0	7.024445068839562E-5	0.0
纯净	5	6	3.5122225344197806E-4	4.214667041303737E-4
从始至终	0	2	0.0	1.4048890137679124E-4
虚拟	0	4	0.0	2.809778027535825E-4
公平	1	7	7.024445068839562E-5	4.917111548187693E-4
多彩	1	1	7.024445068839562E-5	7.024445068839562E-5
好听	1	5	7.024445068839562E-5	3.5122225344197806E-4
虚弱	1	0	7.024445068839562E-5	0.0
切身	0	1	0.0	7.024445068839562E-5
统一	6	9	4.214667041303737E-4	6.322000561955605E-4
流利	0	2	0.0	1.4048890137679124E-4
大度	3	0	2.1073335206518685E-4	0.0
污浊	1	0	7.024445068839562E-5	0.0
臭名昭著	0	2	0.0	1.4048890137679124E-4
阴冷	2	1	1.4048890137679124E-4	7.024445068839562E-5
朴实	0	10	0.0	7.024445068839561E-4
松动	2	0	1.4048890137679124E-4	0.0
不闻不问	1	0	7.024445068839562E-5	0.0
上上	15	16	0.0010536667603259344	0.00112391121101433
看上	26	50	0.001826355717898286	0.0035122225344197807
迷蒙	0	1	0.0	7.024445068839562E-5
小心翼翼	4	2	2.809778027535825E-4	1.4048890137679124E-4
狡诈	1	0	7.024445068839562E-5	0.0
发牢骚	0	1	0.0	7.024445068839562E-5
可口	4	45	2.809778027535825E-4	0.003161000280977803
绝了	5	5	3.5122225344197806E-4	3.5122225344197806E-4
清真	1	5	7.024445068839562E-5	3.5122225344197806E-4
好吃	30	136	0.0021073335206518687	0.009553245293621804
蜜	0	17	0.0	0.0011941556617027255
阴险	1	0	7.024445068839562E-5	0.0
草草	1	5	7.024445068839562E-5	3.5122225344197806E-4
完备	1	13	7.024445068839562E-5	9.13177858949143E-4
上乘	0	3	0.0	2.1073335206518685E-4
讽刺	1	1	7.024445068839562E-5	7.024445068839562E-5
吓人	12	2	8.429334082607474E-4	1.4048890137679124E-4
真心诚意	0	2	0.0	1.4048890137679124E-4
开阔	1	19	7.024445068839562E-5	0.0013346445630795167
脏乱	19	4	0.0013346445630795167	2.809778027535825E-4
狂妄自大	1	0	7.024445068839562E-5	0.0
看中	0	6	0.0	4.214667041303737E-4
鲜明	2	3	1.4048890137679124E-4	2.1073335206518685E-4
酸涩	0	1	0.0	7.024445068839562E-5
明细	4	4	2.809778027535825E-4	2.809778027535825E-4
不透气	1	1	7.024445068839562E-5	7.024445068839562E-5
腥臭	1	0	7.024445068839562E-5	0.0
虚心	5	2	3.5122225344197806E-4	1.4048890137679124E-4
抱怨	14	10	9.834223096375386E-4	7.024445068839561E-4
识趣	1	0	7.024445068839562E-5	0.0
太平	2	10	1.4048890137679124E-4	7.024445068839561E-4
荒芜	0	1	0.0	7.024445068839562E-5
喜出望外	0	2	0.0	1.4048890137679124E-4
白忙	0	1	0.0	7.024445068839562E-5
不真实	2	0	1.4048890137679124E-4	0.0
心细	0	4	0.0	2.809778027535825E-4
看重	1	1	7.024445068839562E-5	7.024445068839562E-5
暗淡	1	1	7.024445068839562E-5	7.024445068839562E-5
最著名	0	1	0.0	7.024445068839562E-5
自然	18	44	0.001264400112391121	0.0030907558302894073
色情	2	1	1.4048890137679124E-4	7.024445068839562E-5
脏兮兮	13	2	9.13177858949143E-4	1.4048890137679124E-4
喧闹	5	8	3.5122225344197806E-4	5.61955605507165E-4
虑	103	209	0.007235178420904749	0.014681090193874684
虐	2	0	1.4048890137679124E-4	0.0
吊儿郎当	2	0	1.4048890137679124E-4	0.0
摩登	0	2	0.0	1.4048890137679124E-4
虚	21	46	0.001475133464456308	0.0032312447316661984
称心	0	1	0.0	7.024445068839562E-5
模糊不清	0	1	0.0	7.024445068839562E-5
萧条	2	1	1.4048890137679124E-4	7.024445068839562E-5
由衷	1	1	7.024445068839562E-5	7.024445068839562E-5
二话不说	1	0	7.024445068839562E-5	0.0
平白	2	0	1.4048890137679124E-4	0.0
豪华型	0	1	0.0	7.024445068839562E-5
不冷不热	1	1	7.024445068839562E-5	7.024445068839562E-5
蛮	31	202	0.0021775779713402643	0.014189379039055915
安好	2	0	1.4048890137679124E-4	0.0
黑漆漆	2	4	1.4048890137679124E-4	2.809778027535825E-4
客观	24	13	0.0016858668165214948	9.13177858949143E-4
虚惊	1	2	7.024445068839562E-5	1.4048890137679124E-4
许可	1	2	7.024445068839562E-5	1.4048890137679124E-4
杂七杂八	1	0	7.024445068839562E-5	0.0
其实	123	166	0.00864006743467266	0.011660578814273672
高大	1	1	7.024445068839562E-5	7.024445068839562E-5
危险	2	5	1.4048890137679124E-4	3.5122225344197806E-4
活动	13	72	9.13177858949143E-4	0.005057600449564484
原封	2	0	1.4048890137679124E-4	0.0
迷茫	1	1	7.024445068839562E-5	7.024445068839562E-5
实在	387	321	0.027184602416409104	0.022548468670974993
有意	18	29	0.001264400112391121	0.0020370890699634727
完好	2	3	1.4048890137679124E-4	2.1073335206518685E-4
名不虚传	0	17	0.0	0.0011941556617027255
悲惨	4	0	2.809778027535825E-4	0.0
有愧	3	2	2.1073335206518685E-4	1.4048890137679124E-4
美味可口	2	0	1.4048890137679124E-4	0.0
冷嘲热讽	4	0	2.809778027535825E-4	0.0
光亮	0	2	0.0	1.4048890137679124E-4
心急	1	0	7.024445068839562E-5	0.0
顺手	4	0	2.809778027535825E-4	0.0
紧凑	3	11	2.1073335206518685E-4	7.726889575723518E-4
愣要	1	0	7.024445068839562E-5	0.0
幽静	0	56	0.0	0.003933689238550154
颖	0	3	0.0	2.1073335206518685E-4
雅静	0	2	0.0	1.4048890137679124E-4
不管用	8	2	5.61955605507165E-4	1.4048890137679124E-4
缭乱	2	1	1.4048890137679124E-4	7.024445068839562E-5
不注意	2	1	1.4048890137679124E-4	7.024445068839562E-5
随手	6	2	4.214667041303737E-4	1.4048890137679124E-4
怡和	0	3	0.0	2.1073335206518685E-4
喧	15	21	0.0010536667603259344	0.001475133464456308
安宁	4	2	2.809778027535825E-4	1.4048890137679124E-4
万变不离其宗	0	2	0.0	1.4048890137679124E-4
骗人	12	1	8.429334082607474E-4	7.024445068839562E-5
好心	7	4	4.917111548187693E-4	2.809778027535825E-4
喜	76	562	0.005338578252318067	0.03947738128687834
象征性	1	0	7.024445068839562E-5	0.0
善	56	146	0.003933689238550154	0.01025568980050576
傲慢	7	2	4.917111548187693E-4	1.4048890137679124E-4
安定	2	1	1.4048890137679124E-4	7.024445068839562E-5
平衡	3	2	2.1073335206518685E-4	1.4048890137679124E-4
啬	0	4	0.0	2.809778027535825E-4
不尽如人意	3	6	2.1073335206518685E-4	4.214667041303737E-4
第一流	0	2	0.0	1.4048890137679124E-4
讲究	3	17	2.1073335206518685E-4	0.0011941556617027255
勤奋	2	0	1.4048890137679124E-4	0.0
正常	42	40	0.002950266928912616	0.0028097780275358245
错落有致	0	2	0.0	1.4048890137679124E-4
星星点点	0	1	0.0	7.024445068839562E-5
顾	91	68	0.006392245012644001	0.004776622646810902
顺	43	102	0.0030205113796010117	0.007164933970216353
没有说的	0	1	0.0	7.024445068839562E-5
赤裸	1	0	7.024445068839562E-5	0.0
允许	11	8	7.726889575723518E-4	5.61955605507165E-4
肯定	94	156	0.006602978364709188	0.010958134307389716
老大难	0	2	0.0	1.4048890137679124E-4
生硬	26	11	0.001826355717898286	7.726889575723518E-4
厚道	7	3	4.917111548187693E-4	2.1073335206518685E-4
真真	1	4	7.024445068839562E-5	2.809778027535825E-4
不划算	8	4	5.61955605507165E-4	2.809778027535825E-4
消停	4	0	2.809778027535825E-4	0.0
不以为然	1	3	7.024445068839562E-5	2.1073335206518685E-4
哀	2	2	1.4048890137679124E-4	1.4048890137679124E-4
哈	48	231	0.0033717336330429896	0.016226468109019388
香	103	429	0.007235178420904749	0.03013486934532172
照理	1	2	7.024445068839562E-5	1.4048890137679124E-4
能动	4	0	2.809778027535825E-4	0.0
肆意	1	0	7.024445068839562E-5	0.0
扬长	1	0	7.024445068839562E-5	0.0
和	1283	2553	0.09012363023321157	0.17933408260747402
啰嗦	0	1	0.0	7.024445068839562E-5
精巧	0	3	0.0	2.1073335206518685E-4
热火朝天	1	0	7.024445068839562E-5	0.0
不均匀	0	1	0.0	7.024445068839562E-5
花心	0	3	0.0	2.1073335206518685E-4
体谅	0	2	0.0	1.4048890137679124E-4
恐怖	48	9	0.0033717336330429896	6.322000561955605E-4
不合算	3	0	2.1073335206518685E-4	0.0
冷冰冰	24	5	0.0016858668165214948	3.5122225344197806E-4
殷勤	0	9	0.0	6.322000561955605E-4
标致	2	0	1.4048890137679124E-4	0.0
失望	192	67	0.013486934532171958	0.004706378196122506
一流	1	97	7.024445068839562E-5	0.006813711716774375
呵	53	372	0.0037229558864849675	0.026130935656083168
呆	21	37	0.001475133464456308	0.0025990446754706378
艺术	0	11	0.0	7.726889575723518E-4
气粗	2	0	1.4048890137679124E-4	0.0
否	168	140	0.011801067715650464	0.009834223096375386
亮堂	1	0	7.024445068839562E-5	0.0
饶	3	3	2.1073335206518685E-4	2.1073335206518685E-4
名	183	269	0.012854734475976399	0.01889575723517842
吉	19	25	0.0013346445630795167	0.0017561112672098904
骄傲	0	8	0.0	5.61955605507165E-4
吝	0	4	0.0	2.809778027535825E-4
饕	0	2	0.0	1.4048890137679124E-4
领情	1	0	7.024445068839562E-5	0.0
向	190	287	0.013346445630795168	0.02016015734756954
数一数二	0	3	0.0	2.1073335206518685E-4
祝贺	0	1	0.0	7.024445068839562E-5
没的说	0	14	0.0	9.834223096375386E-4
骚	63	78	0.004425400393368924	0.005479067153694858
骄	0	9	0.0	6.322000561955605E-4
精神抖擞	1	0	7.024445068839562E-5	0.0
骂	15	10	0.0010536667603259344	7.024445068839561E-4
基	162	304	0.01137960101152009	0.021354313009272267
悲哀	2	0	1.4048890137679124E-4	0.0
不成功	0	3	0.0	2.1073335206518685E-4
心不在焉	1	0	7.024445068839562E-5	0.0
忌惮	1	0	7.024445068839562E-5	0.0
高	541	1313	0.03800224782242203	0.09223096375386344
恍惚	2	0	1.4048890137679124E-4	0.0
老牌	1	13	7.024445068839562E-5	9.13177858949143E-4
乐意	1	5	7.024445068839562E-5	3.5122225344197806E-4
感谢	143	460	0.010044956448440574	0.03231244731666198
如意	4	2	2.809778027535825E-4	1.4048890137679124E-4
垢	8	2	5.61955605507165E-4	1.4048890137679124E-4
殷切	1	1	7.024445068839562E-5	7.024445068839562E-5
坚	63	26	0.004425400393368924	0.001826355717898286
痛快	0	2	0.0	1.4048890137679124E-4
更优越	1	0	7.024445068839562E-5	0.0
坏	220	85	0.015453779151447036	0.005970778308513627
均	50	58	0.0035122225344197807	0.004074178139926945
痛心	1	2	7.024445068839562E-5	1.4048890137679124E-4
坦	5	5	3.5122225344197806E-4	3.5122225344197806E-4
坡	13	16	9.13177858949143E-4	0.00112391121101433
绝好	0	1	0.0	7.024445068839562E-5
要紧	4	0	2.809778027535825E-4	0.0
快活	0	1	0.0	7.024445068839562E-5
土	35	50	0.0024585557740938466	0.0035122225344197807
主持	1	0	7.024445068839562E-5	0.0
倒胃口	3	0	2.1073335206518685E-4	0.0
坑坑洼洼	3	5	2.1073335206518685E-4	3.5122225344197806E-4
肆无忌惮	1	0	7.024445068839562E-5	0.0
圆	16	15	0.00112391121101433	0.0010536667603259344
聪明	2	2	1.4048890137679124E-4	1.4048890137679124E-4
赞许	0	5	0.0	3.5122225344197806E-4
细小	2	3	1.4048890137679124E-4	2.1073335206518685E-4
答谢	0	1	0.0	7.024445068839562E-5
圣	3	21	2.1073335206518685E-4	0.001475133464456308
自由	4	9	2.809778027535825E-4	6.322000561955605E-4
爱好	0	4	0.0	2.809778027535825E-4
懂礼	1	0	7.024445068839562E-5	0.0
骂人	2	2	1.4048890137679124E-4	1.4048890137679124E-4
爱搭不理	10	1	7.024445068839561E-4	7.024445068839562E-5
哭笑不得	2	0	1.4048890137679124E-4	0.0
松松垮垮	4	0	2.809778027535825E-4	0.0
睁一只眼闭一只眼	1	0	7.024445068839562E-5	0.0
固	8	11	5.61955605507165E-4	7.726889575723518E-4
正宗	6	15	4.214667041303737E-4	0.0010536667603259344
轻轻	2	0	1.4048890137679124E-4	0.0
赞赏	0	11	0.0	7.726889575723518E-4
质优	1	0	7.024445068839562E-5	0.0
精心	0	4	0.0	2.809778027535825E-4
叫苦	0	1	0.0	7.024445068839562E-5
原谅	6	2	4.214667041303737E-4	1.4048890137679124E-4
噩	11	2	7.726889575723518E-4	1.4048890137679124E-4
鬼	16	11	0.00112391121101433	7.726889575723518E-4
萧瑟	0	2	0.0	1.4048890137679124E-4
精彩	0	3	0.0	2.1073335206518685E-4
嘉	11	49	7.726889575723518E-4	0.003441978083731385
嘈	22	27	0.0015453779151447036	0.0018966001685866817
结实	1	2	7.024445068839562E-5	1.4048890137679124E-4
注意	60	89	0.004214667041303737	0.00625175611126721
嘎	2	5	1.4048890137679124E-4	3.5122225344197806E-4
嘘	1	0	7.024445068839562E-5	0.0
贵重	7	5	4.917111548187693E-4	3.5122225344197806E-4
随随便便	1	0	7.024445068839562E-5	0.0
火冒三丈	2	2	1.4048890137679124E-4	1.4048890137679124E-4
人和	19	15	0.0013346445630795167	0.0010536667603259344
亲善	0	2	0.0	1.4048890137679124E-4
醒目	0	9	0.0	6.322000561955605E-4
不一致	4	0	2.809778027535825E-4	0.0
坚定	2	2	1.4048890137679124E-4	1.4048890137679124E-4
确切	3	0	2.1073335206518685E-4	0.0
好客	0	8	0.0	5.61955605507165E-4
爱屋及乌	0	2	0.0	1.4048890137679124E-4
冷	334	290	0.023461646529924135	0.020370890699634728
宽大	2	19	1.4048890137679124E-4	0.0013346445630795167
冒	49	28	0.003441978083731385	0.001966844619275077
通畅	1	6	7.024445068839562E-5	4.214667041303737E-4
冀	0	2	0.0	1.4048890137679124E-4
十全	2	6	1.4048890137679124E-4	4.214667041303737E-4
凶	10	2	7.024445068839561E-4	1.4048890137679124E-4
胆小	1	0	7.024445068839562E-5	0.0
凛	0	1	0.0	7.024445068839562E-5
错误	27	11	0.0018966001685866817	7.726889575723518E-4
鲜	41	177	0.00288002247822422	0.012433267771846024
不好使	4	4	2.809778027535825E-4	2.809778027535825E-4
凉	69	91	0.004846867097499297	0.006392245012644001
断然	1	0	7.024445068839562E-5	0.0
鲁	8	17	5.61955605507165E-4	0.0011941556617027255
净	230	1062	0.01615622365833099	0.07459960663107615
惊叹	4	0	2.809778027535825E-4	0.0
人不知	1	1	7.024445068839562E-5	7.024445068839562E-5
准	454	749	0.03189098061253161	0.05261309356560832
凄	1	0	7.024445068839562E-5	0.0
赏心悦目	0	2	0.0	1.4048890137679124E-4
动摇	1	0	7.024445068839562E-5	0.0
明明	63	14	0.004425400393368924	9.834223096375386E-4
惊呆	1	0	7.024445068839562E-5	0.0
阴森	8	3	5.61955605507165E-4	2.1073335206518685E-4
明显	75	90	0.0052683338016296715	0.006322000561955606
出神	2	0	1.4048890137679124E-4	0.0
无毒	0	4	0.0	2.809778027535825E-4
长线	1	0	7.024445068839562E-5	0.0
大方	1	19	7.024445068839562E-5	0.0013346445630795167
全	482	707	0.033857825231806686	0.0496628266366957
巧妙	0	2	0.0	1.4048890137679124E-4
平安无事	2	0	1.4048890137679124E-4	0.0
公	317	720	0.02226749086822141	0.050576004495644845
允	11	8	7.726889575723518E-4	5.61955605507165E-4
恰当	1	0	7.024445068839562E-5	0.0
光	168	446	0.011801067715650464	0.03132902500702445
阔气	0	4	0.0	2.809778027535825E-4
傻	19	6	0.0013346445630795167	4.214667041303737E-4
傲	9	11	6.322000561955605E-4	7.726889575723518E-4
陈旧	221	249	0.015524023602135431	0.017490868221410508
粗暴	0	1	0.0	7.024445068839562E-5
邋遢	1	0	7.024445068839562E-5	0.0
行礼	2	5	1.4048890137679124E-4	3.5122225344197806E-4
僻	31	26	0.0021775779713402643	0.001826355717898286
区区	2	3	1.4048890137679124E-4	2.1073335206518685E-4
在情理之中	1	0	7.024445068839562E-5	0.0
僵	7	3	4.917111548187693E-4	2.1073335206518685E-4
安康	0	4	0.0	2.809778027535825E-4
欣慰	7	3	4.917111548187693E-4	2.1073335206518685E-4
在意	15	12	0.0010536667603259344	8.429334082607474E-4
内行	0	2	0.0	1.4048890137679124E-4
严整	2	0	1.4048890137679124E-4	0.0
责难	0	2	0.0	1.4048890137679124E-4
可耻	1	0	7.024445068839562E-5	0.0
倡	5	4	3.5122225344197806E-4	2.809778027535825E-4
先进	9	8	6.322000561955605E-4	5.61955605507165E-4
淡薄	1	0	7.024445068839562E-5	0.0
倨	1	0	7.024445068839562E-5	0.0
价值连城	1	0	7.024445068839562E-5	0.0
消遣	0	1	0.0	7.024445068839562E-5
闪烁	1	2	7.024445068839562E-5	1.4048890137679124E-4
经验不足	1	2	7.024445068839562E-5	1.4048890137679124E-4
妥善	1	3	7.024445068839562E-5	2.1073335206518685E-4
正好	22	85	0.0015453779151447036	0.005970778308513627
可能	244	401	0.01713964596796853	0.028168024726046643
残酷	1	1	7.024445068839562E-5	7.024445068839562E-5
健	41	117	0.00288002247822422	0.008218600730542288
窝心	2	3	1.4048890137679124E-4	2.1073335206518685E-4
偷	16	10	0.00112391121101433	7.024445068839561E-4
拘谨	0	2	0.0	1.4048890137679124E-4
荒谬	2	0	1.4048890137679124E-4	0.0
赫赫	1	1	7.024445068839562E-5	7.024445068839562E-5
假	117	369	0.008218600730542288	0.025920202304017984
一尘不染	2	0	1.4048890137679124E-4	0.0
正大	3	2	2.1073335206518685E-4	1.4048890137679124E-4
偏	139	332	0.009763978645686991	0.023321157628547345
厚	25	51	0.0017561112672098904	0.0035824669851081763
漫不经心	3	0	2.1073335206518685E-4	0.0
原	294	354	0.020651868502388312	0.02486653554369205
黑	206	71	0.014470356841809497	0.004987355998876089
暗地	1	0	7.024445068839562E-5	0.0
厉	12	21	8.429334082607474E-4	0.001475133464456308
厌	7	16	4.917111548187693E-4	0.00112391121101433
惊喜	4	60	2.809778027535825E-4	0.004214667041303737
僵化	3	1	2.1073335206518685E-4	7.024445068839562E-5
中意	1	4	7.024445068839562E-5	2.809778027535825E-4
恶心	61	11	0.0042849114919921326	7.726889575723518E-4
在心	2	2	1.4048890137679124E-4	1.4048890137679124E-4
心痛	4	0	2.809778027535825E-4	0.0
反	455	600	0.03196122506322001	0.04214667041303737
友	320	611	0.022478224220286596	0.04291935937060972
麻	69	81	0.004846867097499297	0.005689800505760045
叹	9	9	6.322000561955605E-4	6.322000561955605E-4
生猛	0	2	0.0	1.4048890137679124E-4
封闭	5	6	3.5122225344197806E-4	4.214667041303737E-4
和气	5	6	3.5122225344197806E-4	4.214667041303737E-4
心疼	4	1	2.809778027535825E-4	7.024445068839562E-5
可	1779	3793	0.1249648777746558	0.26643720146108457
粗鲁	1	0	7.024445068839562E-5	0.0
不满意	64	42	0.00449564484405732	0.002950266928912616
华丽	2	7	1.4048890137679124E-4	4.917111548187693E-4
老掉牙	1	0	7.024445068839562E-5	0.0
静谧	0	2	0.0	1.4048890137679124E-4
匀	0	1	0.0	7.024445068839562E-5
负面	0	4	0.0	2.809778027535825E-4
愚蠢	3	0	2.1073335206518685E-4	0.0
宽容	2	0	1.4048890137679124E-4	0.0
单	632	614	0.04439449283506603	0.04313009272267491
卓	0	6	0.0	4.214667041303737E-4
卑	2	1	1.4048890137679124E-4	7.024445068839562E-5
实心	0	1	0.0	7.024445068839562E-5
有文化	0	1	0.0	7.024445068839562E-5
华	232	651	0.01629671255970778	0.04572913739814555
鸿	4	7	2.809778027535825E-4	4.917111548187693E-4
变色	0	2	0.0	1.4048890137679124E-4
欢快	0	1	0.0	7.024445068839562E-5
森森	2	1	1.4048890137679124E-4	7.024445068839562E-5
昏暗	30	9	0.0021073335206518687	6.322000561955605E-4
够格	0	4	0.0	2.809778027535825E-4
片面	3	0	2.1073335206518685E-4	0.0
变脸	1	0	7.024445068839562E-5	0.0
不易	1	5	7.024445068839562E-5	3.5122225344197806E-4
劣	95	8	0.006673222815397584	5.61955605507165E-4
亲切	11	92	7.726889575723518E-4	0.006462489463332397
劲	63	18	0.004425400393368924	0.001264400112391121
怀念	2	5	1.4048890137679124E-4	3.5122225344197806E-4
龌	2	2	1.4048890137679124E-4	1.4048890137679124E-4
无动于衷	4	4	2.809778027535825E-4	2.809778027535825E-4
理想	19	49	0.0013346445630795167	0.003441978083731385
触目惊心	2	0	1.4048890137679124E-4	0.0
勇	3	0	2.1073335206518685E-4	0.0
明智	1	3	7.024445068839562E-5	2.1073335206518685E-4
勃	0	1	0.0	7.024445068839562E-5
舒畅	0	7	0.0	4.917111548187693E-4
勤	5	38	3.5122225344197806E-4	0.0026692891261590333
隐形	2	0	1.4048890137679124E-4	0.0
单一	4	12	2.809778027535825E-4	8.429334082607474E-4
不平等	0	1	0.0	7.024445068839562E-5
刁	3	0	2.1073335206518685E-4	0.0
优越	6	44	4.214667041303737E-4	0.0030907558302894073
齐	34	230	0.002388311323405451	0.01615622365833099
刚	188	220	0.013205956729418376	0.015453779151447036
利	82	297	0.00576004495644844	0.0208626018544535
勉强	42	22	0.002950266928912616	0.0015453779151447036
恶狠狠	1	0	7.024445068839562E-5	0.0
到	2962	4480	0.20806406293902782	0.31469513908401237
免费	197	804	0.013838156785613936	0.05647653835347007
无能为力	7	0	4.917111548187693E-4	0.0
迷糊	4	2	2.809778027535825E-4	1.4048890137679124E-4
幽默	1	1	7.024445068839562E-5	7.024445068839562E-5
不协调	0	5	0.0	3.5122225344197806E-4
急死	1	0	7.024445068839562E-5	0.0
皱巴巴	2	0	1.4048890137679124E-4	0.0
简要	0	3	0.0	2.1073335206518685E-4
熠熠生辉	0	1	0.0	7.024445068839562E-5
优质	21	52	0.001475133464456308	0.003652711435796572
礼貌	32	103	0.00224782242202866	0.007235178420904749
豁然	0	1	0.0	7.024445068839562E-5
最高	13	58	9.13177858949143E-4	0.004074178139926945
逊	5	13	3.5122225344197806E-4	9.13177858949143E-4
漂浮	0	4	0.0	2.809778027535825E-4
适	109	738	0.007656645125035122	0.05184040460803597
不好吃	14	10	9.834223096375386E-4	7.024445068839561E-4
风风火火	0	2	0.0	1.4048890137679124E-4
快捷	57	33	0.00400393368923855	0.0023180668727170554
逆	3	0	2.1073335206518685E-4	0.0
恶劣	71	2	0.004987355998876089	1.4048890137679124E-4
惊讶	6	10	4.214667041303737E-4	7.024445068839561E-4
通	640	1338	0.04495644844057319	0.09398707502107334
逗	4	4	2.809778027535825E-4	2.809778027535825E-4
崭	0	4	0.0	2.809778027535825E-4
雪亮	1	0	7.024445068839562E-5	0.0
难吃	32	26	0.00224782242202866	0.001826355717898286
鸡犬不宁	1	0	7.024445068839562E-5	0.0
熙攘	1	0	7.024445068839562E-5	0.0
惊诧	2	0	1.4048890137679124E-4	0.0
从头到尾	3	2	2.1073335206518685E-4	1.4048890137679124E-4
崇	5	5	3.5122225344197806E-4	3.5122225344197806E-4
恬静	0	5	0.0	3.5122225344197806E-4
留神	2	1	1.4048890137679124E-4	7.024445068839562E-5
难听	0	2	0.0	1.4048890137679124E-4
经意	2	2	1.4048890137679124E-4	1.4048890137679124E-4
左	110	206	0.007726889575723518	0.014470356841809497
巧	16	54	0.00112391121101433	0.0037932003371733635
邪	3	0	2.1073335206518685E-4	0.0
干脆	11	7	7.726889575723518E-4	4.917111548187693E-4
差	2014	1055	0.14147232368642879	0.07410789547625737
幸运	0	15	0.0	0.0010536667603259344
巴	44	173	0.0030907558302894073	0.012152289969092442
苦恼	1	1	7.024445068839562E-5	7.024445068839562E-5
整整齐齐	0	2	0.0	1.4048890137679124E-4
强硬	9	0	6.322000561955605E-4	0.0
固定	6	11	4.214667041303737E-4	7.726889575723518E-4
静悄悄	0	1	0.0	7.024445068839562E-5
如期	1	0	7.024445068839562E-5	0.0
封闭式	0	1	0.0	7.024445068839562E-5
高价	16	1	0.00112391121101433	7.024445068839562E-5
理所当然	0	2	0.0	1.4048890137679124E-4
实惠	13	138	9.13177858949143E-4	0.009693734194998594
郁	79	57	0.005549311604383254	0.00400393368923855
幽美	0	1	0.0	7.024445068839562E-5
关切	0	1	0.0	7.024445068839562E-5
手巧	1	0	7.024445068839562E-5	0.0
如故	2	1	1.4048890137679124E-4	7.024445068839562E-5
鄙	13	4	9.13177858949143E-4	2.809778027535825E-4
有功	0	2	0.0	1.4048890137679124E-4
荒唐	2	0	1.4048890137679124E-4	0.0
风趣	0	2	0.0	1.4048890137679124E-4
干干净净	0	2	0.0	1.4048890137679124E-4
酸	8	46	5.61955605507165E-4	0.0032312447316661984
酷	4	3	2.809778027535825E-4	2.1073335206518685E-4
不合时宜	0	2	0.0	1.4048890137679124E-4
爽利	0	1	0.0	7.024445068839562E-5
酥	0	3	0.0	2.1073335206518685E-4
难过	1	3	7.024445068839562E-5	2.1073335206518685E-4
数落	1	3	7.024445068839562E-5	2.1073335206518685E-4
尤	51	247	0.0035824669851081763	0.017350379320033717
尚	45	151	0.003161000280977803	0.010606912053947738
私下里	1	0	7.024445068839562E-5	0.0
一体化	2	0	1.4048890137679124E-4	0.0
尖	7	38	4.917111548187693E-4	0.0026692891261590333
小	1693	2458	0.11892385501545379	0.17266085979207643
尊	91	90	0.006392245012644001	0.006322000561955606
中心	127	426	0.008921045237426243	0.029924135993256534
难受	19	14	0.0013346445630795167	9.834223096375386E-4
郁闷	76	52	0.005338578252318067	0.003652711435796572
费劲	3	5	2.1073335206518685E-4	3.5122225344197806E-4
超级	46	55	0.0032312447316661984	0.003863444787861759
费力	3	2	2.1073335206518685E-4	1.4048890137679124E-4
入味	0	4	0.0	2.809778027535825E-4
闷气	1	0	7.024445068839562E-5	0.0
必备	1	1	7.024445068839562E-5	7.024445068839562E-5
如旧	1	0	7.024445068839562E-5	0.0
山摇地动	1	0	7.024445068839562E-5	0.0
繁琐	0	2	0.0	1.4048890137679124E-4
菲薄	1	0	7.024445068839562E-5	0.0
模糊	6	3	4.214667041303737E-4	2.1073335206518685E-4
不好听	1	0	7.024445068839562E-5	0.0
有利	3	5	2.1073335206518685E-4	3.5122225344197806E-4
适用	2	8	1.4048890137679124E-4	5.61955605507165E-4
不适宜	2	0	1.4048890137679124E-4	0.0
吉祥	0	1	0.0	7.024445068839562E-5
野	6	48	4.214667041303737E-4	0.0033717336330429896
不规则	2	1	1.4048890137679124E-4	7.024445068839562E-5
重	408	336	0.02865973588086541	0.02360213543130093
气呼呼	1	0	7.024445068839562E-5	0.0
委屈	2	2	1.4048890137679124E-4	1.4048890137679124E-4
辛苦	6	8	4.214667041303737E-4	5.61955605507165E-4
纯朴	1	3	7.024445068839562E-5	2.1073335206518685E-4
简约	4	6	2.809778027535825E-4	4.214667041303737E-4
当	749	923	0.05261309356560832	0.06483562798538915
彬	0	38	0.0	0.0026692891261590333
彰	1	2	7.024445068839562E-5	1.4048890137679124E-4
雍和	0	1	0.0	7.024445068839562E-5
正面	12	3	8.429334082607474E-4	2.1073335206518685E-4
无私	1	0	7.024445068839562E-5	0.0
